domain,url,for_sale,buy_now_price,all_prices_usd,summary
3.cn,https://3.cn,False,NONE,158800000000,"JD.com is the corporate website of JD.com, a technology-driven e-commerce and logistics company."
2.ws,http://2.ws/,False,NONE,,Website.ws provides internet address services; this is its landing page.
3.cm,https://3.cm/,False,NONE,,A minimal placeholder page displaying '3 cm' with underscores; no sale information is shown.
3.ee,https://3.ee/,False,NONE,,It's a contact page for the 3.ee domain.
3.gg,https://3.gg/,False,NONE,,A minimal placeholder webpage showing a Hello World message.
3.fo,https://go2.cx/,False,NONE,,This is a privately used website.
3.et,http://3.et/,False,NONE,,A domain offering a personalized creative mailbox service at ab.cd.
3.cz,https://3.cz/,False,NONE,,A Czech domain 3.cz with copyright notice and privacy policy.
3.gp,https://3.gp/,True,NONE,,The domain 3.gp appears to be for sale.
3.hm,http://3.hm/,True,NONE,,A domain name for sale (3.hm).
3.gt,https://3.gt,False,NONE,,Canadian technology brand domain promoting Canadian products and services worldwide.
3.hn,http://3.hn/,True,NONE,,3.hn is a parked domain with contact details for sale.
3.io,http://3.io/,True,NONE,,3.io is a parked domain with contact details to inquire about purchasing.
3.is,https://3.is,False,NONE,,3.is is a Web3 contract indexing platform that indexes on-chain data across multiple networks.
3.gd,https://www.coze.cn/store/agent/7384772467690324003?bid=6cv0atdnk601j&panel=1&shareId=7384788932107583539,False,NONE,,A site about buttons.
3.ie,https://3.ie,False,NONE,"0, 21.6, 290.52, 50.76, 70.2, 63.72, 16.2",A Three mobile network site offering SIM-only plans and smartphone deals in Ireland.
3.kz,https://3.kz/,False,NONE,,Placeholder page with decorative symbols and no content.
3.gl,http://www.3.gl/,True,NONE,1.5,A parked domain page from Netim offering domain names and hosting with a contact option to purchase the domain.
3.dk,https://3.dk,False,3,"0.4, 136.4, 12.0, 696.0, 1133.2, 1349.2, 183.2, 1319.87, 1535.87, 386.53, 602.53, 901.33, 1117.33, 0.4, 0.4, 216.4, 1146.67, 1362.67, 33.0, 9.66, 22.53, 28.67","A Danish telecom deals site offering mobile plans, 5G home internet, and discounted smartphones."
3.je,https://3.je,False,NONE,,A professional cleaning company in Ely offering domestic and commercial cleaning services.
3.me,https://3.me,False,NONE,,A free AI-powered branding name generator and .ME domain information site.
2.vg,http://2.vg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 80, 123, 8900, 49000, 18000, 12000, 16800, 16800, 4800, 400000, 19800, 8200, 88580, 177000, 50000, 30000, 100000, 150000, 100000, 50000, 78000, 3960, 2600, 4880, 8900, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 110000, 11000, 20000",A marketplace for ultra-short domain names (1-letter to 2-3 letter) for sale.
3.ly,https://www.3.ly/,False,NONE,,3.ly is a URL shortening service that creates short links and QR codes with visit statistics.
3.mr,http://ww53.3.mr/challenge?next=/,False,NONE,,3.mr is a domain name using the .mr country-code top-level domain.
3.ls,http://3.ls,False,NONE,"8.0, 0.83","A personal tech blog about cloud services, domain management, and daily musings."
3.ar,http://3.ar,False,NONE,,"Domain parking page offering cloud hosting, domains, and encrypted email services."
3.nz,http://3.nz,True,384000,"384000, 192000, 1280, 6398.72, 320",Premium domain 3.nz currently for sale.
3.rw,https://3.rw/,False,NONE,,A privacy-focused file transfer service that supports one-time downloads with end-to-end encryption and self-deletion.
3.sb,https://3.sb/,False,NONE,,A 404 Not Found page indicating the requested URL is unavailable.
3.ro,https://3.ro/,False,NONE,,A page about South Pole 1998 footprints.
3.pn,http://3.pn/,False,NONE,,A page displaying a contact email for inquiries.
3.st,https://3.st,False,NONE,,A personal blog about internet culture and forums on the 3.st domain.
3.pl,http://3.pl/src/login.php,False,NONE,,Login page for the Poczta 3.PL email service.
3.sh,http://3.sh/,False,NONE,,A premium .sh domain name page for 3.sh.
3.se,https://3.se,False,NONE,"40.82, 53.55, 54.45, 47.18, 523.64, 36.27, 13.55, 544.55","A Swedish mobile network operator site offering mobile plans, broadband, and promotions."
3.to,https://3.to/,True,NONE,,The domain 3.to is a parked domain for sale.
3.vu,https://3.vu/,False,NONE,,A domain name: 3.vu.
3.tm,http://3.tm/,False,NONE,,A landing page promoting the premium 3.tm domain name.
3.kg,http://3.kg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 6800000, 1500000, 350000, 60000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 110000, 11000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 30000, 150000, 50000, 500000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 49000, 100000, 30000, 110000, 150000, 60000, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 22880, 52880, 12880, 22880, 12880, 78000, 3960, 2600, 4880, 19800, 8200",A marketplace listing the shortest one- and two-character domain names for sale.
3.mk,http://3.mk,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 10800, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 59000, 30000, 400000, 19800, 8200, 12880, 78000, 3960, 2600, 3780, 4644, 49000, 108000, 50, 177000, 88580, 18000",A marketplace offering short domain names (1-letter and other short variants) for sale.
3.ua,https://3.ua,False,NONE,4500000,"A Ukrainian online news portal covering industry, IT, export, infrastructure, business, culture, sport and medicine."
3.uk,https://3.uk,False,NONE,"182.88, 594.36, 35.56, 25.4, 28.32, 31.24, 63.5, 127.0, 91.44, 274.32, 469.9, 582.93, 6.35, 1.27","Three UK site offering mobile, broadband, and SIM-only deals."
4.ar,https://4.ar,False,NONE,,"A site about premium domain names, their value, and investment opportunities."
4.ai,https://4.ai/,True,NONE,1000000,A premium sale listing for the single-digit .ai domain portfolio (0.ai–9.ai).
4.ac,http://4.ac,True,NONE,,A domain-for-sale landing page for the domain 4.ac.
4.at,https://4.at/,False,NONE,,4.at is a service operated by sourceWAY GmbH that hosts or manages domains under the 4.at namespace.
4.cc,https://fh7dzudh.vip/3cLRy,False,NONE,,A minimal page that displays only the word 'Title' and has no sale information.
4.bo,https://4.bo/,False,NONE,,An obfuscated string containing a URL with no sale information.
3.mw,http://3.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 12000, 7700, 100000, 25000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 110000",A marketplace offering ultra-short domain names (1-character to few-letter) for sale with buy-now options and historical sale data.
4.cg,http://4.cg/,True,NONE,,4.cg appears to be a parked domain offered for sale with contact options.
4.cr,https://4.cr/,False,NONE,,A domain name with the .cr country-code top-level domain.
4.et,http://4.et/,False,NONE,,A domain offering a personalized creative email address at ab.cd.
4.cl,https://sitios.cl/,False,NONE,"44.05, 77.27",Sitios.cl is a Chilean site directory portal listing websites and services.
4.dk,https://4.dk,False,NONE,,A Danish leadership and organizational change consultancy.
3.ws,http://3.ws/,False,NONE,,A landing page for the WEBSITE.WS domain.
4.fr,https://4.fr/,False,NONE,,An error page indicating a deployment could not be found (404 Not Found).
4.gp,https://www.4.gp/,False,NONE,,A URL shortening service that creates short links and QR codes.
4.gg,https://4.gg/,False,NONE,0,4.gg is a barcode-friendly URL shortener that generates barcodes which link to URLs.
4.fo,https://click.it.com/,False,NONE,"0.5, 0.5",A free URL shortening and UTM/deeplink generator service (cli.co) with an affiliate program.
4.hm,http://4.hm/,True,NONE,,The domain 4.hm is up for sale.
4.gt,https://4.gt,False,NONE,,A Canadian technology-driven company marketing and distributing a broad range of electronics and consumer goods worldwide.
4.hn,http://4.hn/,True,NONE,,Parked domain page for 4.hn with contact options for purchase.
4.io,http://4.io/,False,NONE,,A landing page promoting the premium 4.io domain name with no price listed.
4.is,https://4.is,False,NONE,,"A website listing Castle House Luxury Apartments in Reykjavik, Iceland, with studio and one-bedroom rental options and booking information."
4.je,https://website.org/404?domain=4.je,False,NONE,,4.je is a free website creation service offered by Website.org.
4.kz,https://4.kz/,True,NONE,,The domain 4.kz is for sale.
4.ke,http://4.ke/,True,NONE,,A premium domain (4.KE) is for sale.
4.me,https://4.me,False,NONE,,Branding and name-generation service promoting .ME domains to help users create a personal or business identity.
4.ly,https://www.4.ly/,False,NONE,,"A URL shortening service named Shrunken that creates short links, QR codes, and tracks visits."
4.my,https://4.my/,False,NONE,,A maintenance notice page for the PPT.cc website.
4.cn,https://4.cn,True,35000,"2092.44, 139.86, 321.44, 139.86, 139.86, 139.86, 35000, 2092.44, 1287.44, 69.86, 321.44, 273.14, 139.86, 840.0, 273.14, 139.86, 965.58, 139.86, 273.14, 1386.0, 4185.44, 160.44, 139.86, 139.86, 22400.0, 53200.0, 53200.0, 13720.0, 12320.0, 8372.0, 7700.0, 12320.0, 12320.0, 12320.0, 12320.0, 8372.0, 8372.0, 22400.0","A domain marketplace site for buying, selling, and auctioning domain names."
4.ie,http://4.ie,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 16800, 20, 400000, 19800, 8200, 30000, 110000, 150000, 50000, 12880, 59000, 3850, 78000, 3960, 2600, 4880, 49000",A marketplace listing short-domain and one-character domains for sale.
4.pn,http://4.pn/,False,NONE,,A domain offering a personalized creative email address at ab.cd.
4.nf,https://sedo.com/search/details/?partnerid=324561&language=us&domain=4.nf&origin=sales_lander_15&utm_medium=Parking&utm_campaign=offerpage,True,10900,10900,"The domain 4.nf is for sale with a buy-now price of about USD 10,900."
4.rw,https://4.rw/,False,NONE,,"A privacy-focused, zero-knowledge, end-to-end encrypted chat system that can be self-hosted and requires no account."
4.sb,https://4.sb/,False,NONE,,A 404 Not Found page indicating the requested URL is unavailable.
4.nz,http://4.nz/,False,NONE,"23.7, 4.95, 2.85, 23.7","4.nz is a parked domain page on 1st Domains offering domain registration, hosting, and email services."
4.to,https://4.to/,False,NONE,,A domain name with the label 4.to.
4.ro,https://4.ro,False,NONE,"70.4, 550.0, 8.25, 770.0","A German-language travel deals and gourmet industry news site that aggregates travel, hotel, and restaurant news and reviews."
4.pl,https://4.pl,True,124632.2,"124632.2, 153421.61, 0.28",A domain marketplace listing offering the domain 4.pl for sale.
4.tv,https://wfrercd.brs0uzb5inh8s7s.shop/,False,NONE,,A Chinese-language page about network status and security checks.
4.tm,http://4.tm/,False,NONE,,A landing page promoting the premium 4.tm domain.
5.am,https://gt330011.qy0566.com/bwwns,False,NONE,,A 403 Forbidden error page indicating restricted access.
5.ai,https://5.ai/,True,NONE,1000000,"A sale-focused pitch for a private, single-digit .ai domain portfolio aimed at major AI companies."
5.ag,http://5.ag,False,NONE,1100000000,"Camodo Automotive AG runs a free B2B online marketplace for tires, rims, and auto parts across Europe."
4.kg,http://4.kg,True,20,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 50, 50000, 11000, 110000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 110000, 88580, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 60000, 7700, 7700","Marketplace listing for sale of short internet domain names, including 1-letter domains."
5.ac,http://5.ac,True,NONE,,A domain name landing page offering the domain for sale.
5.at,https://5.at/,False,NONE,,A parked domain page for 5.at using Sedo Domain Parking.
5.ar,https://5.ar,False,NONE,"100, 1000000",A Spanish-language guide about premium domain names and investing in them.
5.cl,https://5.cl/,False,NONE,,A parked domain page for 5.cl served by Sedo Domain Parking.
5.bo,https://5.bo/,False,NONE,,"A garbled string of .bo domain fragments and a partial URL, with no sale information."
5.cg,http://5.cg/,True,NONE,,A parked domain page for 5.cg with contact details indicating it's for sale.
5.cm,https://103.48.6.218:35089/?id=835169922,False,NONE,,A security-check gateway page for a gaming site with CNY and USDT game options.
5.cr,https://5.cr,True,5888,"5888, 421.97",Premium domain sale page for the 5.cr domain.
5.de,https://5.de,False,NONE,,"5.de is a free, independent product and service comparison portal that tests and compares offers to help users find the best deal online."
5.ee,https://5.ee/,False,NONE,,A minimal contact page on the 5.ee domain with a 'Get in touch' form.
5.et,http://5.et/,False,NONE,,A domain offering a personalized creative email service at ab.cd.
5.dk,http://5.dk/,False,NONE,,A landing page for one.com domain hosting and website-building services.
5.cx,https://5.cx,False,NONE,,"A personal Chinese blog about domain names, retro hardware, and tech news."
5.fo,https://5.fo,False,NONE,,"A gourmet restaurant and bar in Stuttgart, Germany."
5.gs,https://5.gs/,True,NONE,,The domain 5.gs appears to be for sale.
5.gp,https://www.5.gp/,False,NONE,,"A URL shortening service offering custom links, QR codes, and visit statistics."
4.ws,http://4.ws/,False,NONE,,A parked domain landing page for website.ws.
5.fr,http://ww53.5.fr/challenge?next=/,False,NONE,,The domain 5.fr.
5.gt,https://5.gt,False,NONE,,"Corporate marketing site for CanaTec, a Montreal-based technology company."
4.mw,http://4.mw,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 12000, 7700, 6800000, 1500000, 350000, 60000, 1750, 80, 123, 8900, 59, 8900, 59, 8900, 59, 8900, 59, 49000, 80, 110000, 50, 50000, 204, 500000, 500, 177000, 53, 88580, 20, 18000, 80, 12000, 80, 16800, 84, 16800, 84, 20, 4800, 20, 400000, 100, 19800, 80, 8200, 53, 100000, 120, 30000, 48, 100000, 48, 150000, 48, 100000, 48, 50000, 48, 12880, 53, 12880, 60, 12880, 60, 59000, 58.85, 11000, 3850, 58.85, 3850, 3850, 3850, 3850, 3850, 4730, 3850, 22880, 58.85, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 52880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",A marketplace listing short one-letter/one-character domain names for sale with fixed buy-now options and renewal costs.
5.hn,https://5.hn/,True,NONE,,A domain 5.hn for sale with a make-offer option via spaceship.com.
5.hm,http://5.hm/,True,NONE,,The domain 5.hm is offered for sale.
5.ke,https://5.ke/,True,NONE,,The domain 5.ke is for sale.
5.kz,https://5.kz/,True,NONE,,The domain 5.kz is for sale.
5.me,https://5.me,False,NONE,,A free AI-powered branding tool that generates brand names and provides information about .ME domains for personal and business identities.
5.ie,https://www.5.ie/,True,NONE,"0, 540",The domain 5.ie is a premium domain name for sale with a minimum offer of €500.
5.la,http://5.la/,False,NONE,,5.la is a parked domain listing with contact details on 8.La.
5.mr,https://5.mr/,False,NONE,,A website is showing a 403 Forbidden error (access denied).
5.pe,https://5.pe/,True,NONE,,The domain 5.pe appears to be for sale.
5.lu,http://5.lu,False,NONE,,Nvision is a strategic and creative digital agency.
5.my,https://5.my,False,NONE,,"An article-based health information site focused on Alzheimer's disease, dementia care, and shingles."
5.ro,https://5.ro/,True,NONE,,A parked domain page indicating the domain is for sale.
5.sb,http://5.sb/,True,NONE,,A parked domain (5.sb) listed for sale with contact details.
5.se,http://5.se,False,NONE,,A Swedish domain registration and web hosting service provider (Odibo).
5.sv,https://inperson.page/robertp,False,NONE,,A contact/profile page for Robert Palinkas on TravelNet.
5.rw,https://5.rw/#/welcome,False,NONE,"800000, 16.5, 25, 150, 100000000",A free web-based RSS feed reader that aggregates multiple feeds.
5.sh,http://5.sh/,False,NONE,,Landing page promoting the 5.sh domain as a premium name with no price listed.
5.vg,https://5.vg/,False,NONE,,"Profile snippet of Alex, a developer at G-Research, describing skills and interests in technology, finance, and travel."
5.tm,http://5.tm/,False,NONE,,A landing page promoting the premium .tm domain name 5.tm.
6.ai,https://6.ai/,True,NONE,1000000,Sale listing for the premium single-digit .ai domain portfolio (0.ai to 9.ai) with a seven-figure minimum price.
6.af,https://6.af/,False,NONE,,A webpage displaying a 400 Bad Request error from nginx (server error).
5.uk,https://www.powernames.co/,False,NONE,,A directory-like page listing various domain names and related services.
6.ar,https://6.ar,False,NONE,,"Spanish-language site providing information about premium domains and how to buy, sell, and invest in them."
5.ua,https://5.ua,False,NONE,,A Ukrainian news channel website providing the latest news in Ukraine and worldwide.
6.ac,http://6.ac,True,NONE,,A parked domain page indicating the 6.ac domain is for sale.
5.kg,http://5.kg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 20, 4800, 400000, 19800, 8200, 49000, 50000, 177000, 88580, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 59000, 3850, 4730, 22880, 52880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 49000, 177000, 88580, 12000, 16800, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900",One-character and other short-domain marketplace listing sale prices and buy-now options.
6.cg,http://6.cg/,False,NONE,,"The domain 6.cg appears to be parked on 8.La, with contact details provided."
6.bo,https://6.bo/,False,NONE,,An obfuscated URL string with no indication that the domain is for sale.
6.dk,http://6.dk/,False,NONE,,6.dk is a domain hosted by one.com offering website building and domain services.
6.cr,https://6.cr,True,5888,"5888, 421.97, 1000, 1800","A premium domain, 6.cr, is listed for sale on a domain marketplace."
6.cn,https://6.cn,False,NONE,14.29,A Chinese online live video entertainment and streaming platform.
6.ee,https://domeeninimi.ee/6.ee,True,NONE,,A for-sale domain listing for 6.ee.
6.et,http://6.et/,False,NONE,,A personalized creative email address at ab.cd.
5.mw,http://5.mw,True,20,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 110000, 13200, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 59, 49000, 50000, 204, 177000, 53, 88580, 20, 18000, 16800, 4800, 400000, 100, 19800, 8200, 30000, 150000, 59000, 3850, 4730, 22880, 52880, 78000, 3960, 2600, 4880, 12880, 11000",A marketplace listing and selling 1-character domain names (short internet domains) for investment.
5.ws,http://5.ws/,False,NONE,,A parked domain landing page for website.ws.
6.gs,https://6.gs/,True,NONE,,A domain (6.gs) that may be for sale.
6.fo,https://6.fo/,False,NONE,,"A hosting service site offering server rentals, billing, and customer support."
6.gt,http://6.gt/,False,NONE,,A hosting setup confirmation page with file upload instructions.
6.hn,https://introvert.com/?domain=6.hn,True,NONE,,Introvert.com is a domain name for sale.
6.gp,https://www.6.gp/,False,NONE,,A URL shortening service called Shrunken.
6.hr,http://6.hr/,False,NONE,,A contact page showing an email address for inquiries.
6.hm,http://6.hm/,True,NONE,,A domain name (6.hm) that is for sale.
6.is,https://6.is/,True,,,The domain 6.is is for sale.
6.je,https://website.org/404?domain=6.je,False,NONE,,6.je is a free website creation domain managed by Website.org.
6.io,http://6.io,True,200000,"200000, 8625, 20000",6.io is a domain name for sale listed on Atom's marketplace.
6.kz,https://6.kz/,True,NONE,,The domain 6.kz is for sale.
6.ie,https://6.ie,True,9776.8,"9776.8, 700.67, 1000, 1800",6.ie is a premium domain name offered for sale on a domain marketplace.
6.cx,http://6.cx/,True,NONE,,The domain 6.cx is for sale on West.cn.
6.lu,http://6.lu,False,NONE,,Luxembourg-based digital strategy and creative agency named Nvision.
6.ly,https://www.6.ly/,False,NONE,,6.ly is a URL shortening service powered by Shrunken.
6.la,http://6.la/,False,NONE,,"6.la is a parked domain page showing contact details (email, QQ/WeChat, Telegram)."
6.me,https://6.me,False,NONE,,A free AI-powered branding/name generator that helps you create a personal brand name and promotes .ME domains.
6.my,https://6.my,False,NONE,,A WordPress theme site offering a catalog of classic films.
6.ls,https://6.ls,False,NONE,,A personal Chinese blog and domain portfolio featuring short domain names and nostalgia-tech content.
6.pl,https://6.pl/,False,NONE,,A site for the domain 6.pl.
6.pn,http://6.pn/,False,NONE,,A page containing a contact email address for inquiries.
6.sc,https://6.sc/,True,NONE,,The domain 6.sc may be for sale.
6.ro,https://6.ro/,False,NONE,,A parked domain page for 6.ro generated via Sedo Domain Parking.
6.rw,https://6.rw/,False,NONE,,"A landing page for Colla6 Connect, a modern team collaboration and messaging platform."
6.mr,https://6.mr,False,NONE,,"A personal medical professional's blog documenting daily work, study, and tech notes."
6.sb,http://6.sb/,False,NONE,,The 6.sb domain is parked and displays contact details.
6.sh,http://6.sh/,False,NONE,,A premium .sh domain name landing page for 6.sh.
6.td,https://ozora.me/,False,NONE,,"A personal blog site for Len Ozora with archives, categories, and tags."
6.mk,http://6.mk/,False,NONE,,A 404 Not Found error page.
6.tl,https://introvert.com/?domain=6.tl,True,NONE,,A domain for sale page for introvert.com.
6.to,https://6.to,False,NONE,,"Web3-based platform for publishing, sharing, and monetizing digital content using AB credits."
6.nf,http://6.nf/,False,NONE,,A parked domain registered and managed by INWX.
6.ua,http://6.ua/,False,NONE,,A list of adult/porn-related domain names and related terms.
6.tv,https://liutv.liutvliutv.cc:6677/,False,NONE,,A Chinese landing page prompting users to click to enter a security check.
6.vu,https://6.vu/,False,NONE,,This is a 404 Not Found error page indicating the requested URL is unavailable.
6.tm,http://6.tm/,False,NONE,,Promotional page for the premium 6.tm domain name.
7.ai,https://7.ai/,True,NONE,1000000,Private sale listing for premium single-digit .ai domain names (0.ai through 9.ai) with a seven-figure minimum price.
7.ag,http://7.ag/,False,NONE,,The domain 7.ag is a parked domain page with contact information for inquiries.
7.ar,https://7.ar,False,NONE,,"A Spanish-language site about premium domain names and how to buy, sell, and invest in them."
7.am,https://7.am,False,NONE,,Rhapsody of Realities devotional site announcing its move to RhapsodyNow.co.za.
6.sv,http://6.sv,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 11000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 110000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 177000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 14168, 14168, 14168, 14168, 14168, 14168, 14168, 14168, 14168, 85800, 3960, 2600, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 11000, 58168, 25168, 14168, 25168, 14168, 14168, 14168, 14168, 14168, 14168, 14168, 14168, 85800, 27.16, 53",A marketplace listing 1-char/short domain names for sale with multiple buy-now and sale prices.
7.ac,http://7.ac,True,NONE,,A domain registration and hosting services landing page for the 7.ac domain.
7.at,https://7.at,False,NONE,"0.99, 2.49, 0.49, 0.0",A web-based email service offering personalized addresses with storage and webmail features.
6.kg,http://6.kg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 6800000, 1500000, 350000, 60000, 1750, 80, 8900, 59, 49000, 110000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 20, 4800, 19800, 8200, 100000, 30000, 150000, 50000, 12880, 78000, 3960, 2600, 4880, 2600, 8900, 50, 53, 204, 500, 500, 177000, 30000, 100000, 150000, 100000, 27.16, 27.16, 27.16, 27.16, 27.16, 27.16, 27.16, 27.16, 27.16, 58.85",Marketplace for 1-letter/short internet domains listed for sale with buy-now options.
7.cr,https://7.cr,False,NONE,,"A content site featuring articles on small business growth, sustainability, and technology by Kevin Sindhu."
7.bo,https://7.bo/,False,NONE,,"An obfuscated string that seems to encode a URL or domain, with no sale information."
7.cg,http://7.cg/,False,NONE,,A parked domain page for 7.cg with contact details and no price listed.
7.cx,https://7.cx/,False,NONE,,A Chinese-language page bearing the phrase '善护念' with a copyright notice for the domain 7.cx.
7.et,http://7.et/,False,NONE,,"A domain offering custom, creative email addresses at ab.cd."
7.cl,https://7.cl,True,20000,"20000, 1433.33, 1650",Premium domain 7.cl is for sale.
7.gp,https://7.gp/,True,NONE,,A domain name (7.gp) listed for sale.
7.ee,https://7.ee/,True,NONE,,A parked domain page with contact details suggesting it may be for sale.
7.gs,https://7.gs/,True,NONE,,A domain name listing indicating that 7.gs may be for sale.
7.dk,https://7.dk,False,NONE,"140, 70, 14, 1400, 14000","7.dk is Denmark's guide to online gambling, covering sportsbooks, casinos, bingo, and lotteries."
6.mw,http://6.mw,True,NONE,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 100000, 25000, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 11000, 6800000, 1500000, 350000, 60000, 1750, 123, 8900, 8900, 8900, 8900, 8900, 49000, 110000, 50000, 500000, 177000, 88580, 18000, 12000, 16800, 16800, 20, 4800, 400000, 19800, 8200, 100000, 30000, 100000, 150000, 100000, 50000, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 59000, 3850, 3850, 3850, 3850, 3850, 3850, 3850, 4730, 22880, 52880, 12880, 22880, 12880, 12880, 12880, 12880, 12880, 52880, 12880, 12880, 12880, 12880, 12880, 12880, 12880, 78000, 3960, 2600, 2600, 2600, 2600, 2600, 3960, 4880, 2600, 8900, 8900, 8900, 8900, 8900, 110000, 30000",A marketplace listing for one-letter and other short-domain names for sale.
7.ht,http://7.ht/,False,NONE,,A 404 error page indicating the requested page could not be found.
7.gl,https://7.gl/,True,50000,50000,7.gl is a domain name currently offered for sale.
6.vg,http://6.vg,True,1750,"57500, 13490, 45169, 257000, 13882, 11800, 100000, 25000, 12000, 7700, 500000, 181720, 169000, 115000, 85000, 57338, 44145, 19900, 10800, 6800000, 1500000, 350000, 60000, 108000, 1750, 80, 123, 8900, 59, 49000, 20, 4800, 400000, 19800, 8200, 30000, 50000, 12880, 59000, 3780, 22880, 52880, 78000, 3960, 2600, 4644, 88580",A domain marketplace selling ultra-short 1-letter and other short domain names.
7.hr,https://7.hr/,True,NONE,,The domain 7.hr is for sale and appears on a Sedo parking page.
7.hm,http://7.hm/,True,NONE,,A domain name (7.hm) currently offered for sale.
7.gt,https://7.gt,False,NONE,,Canada-based technology-driven brand promoting Canadian products and services worldwide.
6.ws,http://6.ws/,False,NONE,,Website.ws is a domain/website service with the tagline 'Your Internet Address For Life'.
7.is,https://7.is,False,NONE,,A management-consultancy focused on improving operations through management systems and ISO standards.
7.je,https://website.org/404?domain=7.je,False,NONE,,Promotional page offering a free 7.je website registered through Website.org.
